"manufacturer","model","year","price","odometer","condition","type","size","paint_color","fuel","transmission","cylinders"
"hyundai","azera",2014,15988,48500,"like new",NA,NA,NA,"gas","automatic",NA
"ford","3 window coupe",1933,48000,4200,"excellent","coupe",NA,"black","gas","automatic","8 cylinders"
"ford","f-250 super duty king ranch",2011,27900,186000,"like new","truck","full-size","white","diesel","automatic","8 cylinders"
"toyota","corolla",2009,3900,160548,"good","sedan","mid-size","white","gas","automatic","4 cylinders"
"ford","focus ses",2010,0,124534,NA,NA,NA,NA,"gas","automatic",NA
"honda","accord ex-l v6 sedan",2007,6500,156366,"good","sedan","mid-size","black","gas","automatic","6 cylinders"
"honda","pilot",2008,7500,163559,"excellent","SUV","full-size","custom","gas","automatic","6 cylinders"
"volkswagen","jetta 2.5l se",2012,7250,114500,"excellent","sedan","mid-size","red","gas","automatic","5 cylinders"
"chevrolet","trailblazer fleet w/",2008,8499,142117,"excellent","SUV",NA,NA,"gas","automatic","6 cylinders"
"ford","transit",2019,47500,18500,"like new","SUV","full-size","black","gas","automatic","6 cylinders"
"ram","cummin 3500 laramie",2018,59999,51318,NA,"truck",NA,"black","diesel","manual",NA
"chrysler","sebring",2001,1000,86000,"good","sedan","full-size","silver","gas","automatic","6 cylinders"
"chevrolet","cruze ls",2011,3400,180000,NA,NA,NA,NA,"gas","automatic",NA
"ford","fusion hybrid",2019,17950,19805,NA,NA,NA,"silver","gas","automatic",NA
"dodge","journey",2010,6874,88999,"good","SUV",NA,"black","gas","automatic","4 cylinders"
"ford","f-350",2015,53944,33726,NA,"pickup",NA,"black","diesel","automatic",NA
"honda","civic",2012,7795,60908,NA,"sedan",NA,"white","gas","automatic",NA
"acura","mdx",2017,36484,38286,NA,NA,NA,"silver","gas","automatic",NA
"toyota","tacoma",2009,9800,103000,"excellent",NA,NA,"grey","gas","automatic","4 cylinders"
"jeep","wrangler unlimited rubicon",2017,43999,33986,NA,"SUV",NA,"white","gas","manual",NA
"ford","f150 xlt 5.4l triton",2008,8000,198183,"excellent",NA,NA,"brown","gas","automatic",NA
"dodge","grand caravan gt fwd gas",2017,17999,50935,NA,"van",NA,"white","gas","automatic",NA
"ford","f150",2005,9350,77000,"good","truck",NA,"red","gas","automatic","8 cylinders"
"dodge","grand caravan",2019,19624,43374,NA,"mini-van",NA,NA,"gas","automatic",NA
"honda","civic",2005,5900,46000,"excellent","sedan",NA,"white","gas","automatic","4 cylinders"
"toyota","camry se sedan 4d",2017,14990,52085,"good","sedan",NA,"white","gas","automatic",NA
"jeep","wrangler jk sahara",2013,29900,36322,"excellent",NA,NA,"blue","gas","manual","6 cylinders"
"mitsubishi","mirage es",2020,17999,10,"excellent","hatchback",NA,NA,"gas","automatic","4 cylinders"
"chrysler","300 limited",2005,3800,205000,"excellent","sedan","full-size","green","gas","automatic","6 cylinders"
"mercedes-benz","s-class",2011,29900,82202,"excellent",NA,NA,NA,"gas","automatic",NA
"chevrolet","cruze",2017,0,30960,NA,"sedan","full-size","red","gas","automatic",NA
"chevrolet","silverado 3500 crew cab ltz 4x4 dually duramax diesel",2018,64995,39934,NA,"pickup",NA,"red","other","automatic","8 cylinders"
NA,"Grand Cherokee",NA,26995,10722,NA,"SUV",NA,"grey","gas","automatic","6 cylinders"
"nissan","rogue",2013,0,110500,"excellent","SUV",NA,"red","gas","automatic","4 cylinders"
"nissan","altima",2006,3500,202000,"excellent","sedan",NA,"grey","gas","automatic",NA
"dodge","grand caravan sxt",2013,9999,114364,"excellent","van",NA,NA,"gas","automatic","6 cylinders"
"toyota","sienna",2008,4900,197000,"good","mini-van","full-size","silver","gas","automatic","6 cylinders"
"nissan","altima",2013,7999,111765,NA,"sedan","mid-size","blue","gas","automatic","4 cylinders"
"honda","element",2005,4995,153094,NA,NA,NA,NA,"gas","manual",NA
"jeep","liberty",2012,6200,149604,NA,"SUV",NA,NA,"gas","automatic","6 cylinders"
"nissan","xterra",2003,4495,133522,NA,"wagon",NA,"silver","gas","automatic",NA
"ford","flex",2013,11900,85005,NA,"SUV",NA,NA,"gas","automatic",NA
"chevrolet","camaro",1996,7200,98000,"excellent","convertible",NA,"red","gas","automatic",NA
"nissan","sentra",2015,8700,88761,NA,NA,NA,NA,"gas","automatic",NA
"cadillac","series 62",1956,17000,82917,"excellent","sedan","full-size","black","gas","automatic","8 cylinders"
"ford","fusion",2017,16595,16352,NA,"sedan","mid-size","custom","gas","automatic","4 cylinders"
"toyota","prius v",2016,17995,36752,"excellent","wagon",NA,"blue","hybrid","automatic",NA
"nissan","quest sv",2012,8900,98442,"good","mini-van","mid-size","silver","gas","automatic","6 cylinders"
"volkswagen","passat",2017,18455,34195,NA,"sedan","mid-size","grey","gas","automatic","6 cylinders"
"bmw","1 series 128i convertible 2",2013,0,49298,NA,"convertible",NA,NA,"gas","automatic",NA
"jeep","lifted grand cherokee 4x4",2020,39999,10384,NA,"SUV",NA,"black","gas","automatic",NA
"hyundai","elantra se sedan 4d",2017,11990,81563,"good","sedan",NA,"blue","gas","automatic",NA
"volkswagen","jetta",2016,9900,62361,"excellent","sedan",NA,"black","gas","automatic","4 cylinders"
"chevrolet","silverado 2500hd",2007,15995,220696,NA,NA,NA,NA,"diesel","automatic",NA
"toyota","prius hybrid",2012,7995,131133,"excellent","wagon","mid-size","black","hybrid","automatic","4 cylinders"
"ford","e350",2013,19995,46000,"like new",NA,NA,NA,"gas","automatic","8 cylinders"
"subaru","impreza",2012,9400,129700,"excellent","hatchback",NA,"blue","gas","manual",NA
"ford","explorer",2001,5580,105874,NA,NA,NA,NA,"gas","automatic",NA
"chevrolet","silverado 1500",2020,0,4148,"excellent","truck","mid-size","white","gas","automatic","8 cylinders"
"ford","ranger supercrew lariat",2019,40590,10868,"good","pickup",NA,"red","gas","other",NA
"ford","flex",2019,30896,34806,NA,"SUV",NA,"black","gas","automatic","6 cylinders"
"gmc","savana 1500 conversion awd",2010,22995,88000,"excellent","van","full-size",NA,"gas","automatic","8 cylinders"
"toyota","corolla",2017,13777,107502,"excellent","sedan",NA,"white","gas","automatic",NA
"nissan","altima",2010,1100,120000,NA,NA,NA,NA,"gas","automatic",NA
"chevrolet","traverse lt sport",2017,21990,48915,"good","SUV",NA,"black","gas","other","6 cylinders"
"gmc","sierra 2500hd denali",2015,49500,85000,"like new","truck","full-size","brown","diesel","automatic","8 cylinders"
"chevrolet","cobalt",2008,3195,140457,NA,"sedan","sub-compact",NA,"gas","automatic",NA
"nissan","murano s",2016,22998,54990,NA,"SUV",NA,NA,"gas","automatic","6 cylinders"
"mitsubishi","mirage",2015,5999,109283,NA,"hatchback","compact","silver","other","automatic",NA
"subaru","outback",2005,5800,128000,"excellent","wagon","full-size","blue","gas","automatic","4 cylinders"
"ram","1500 slt",2011,16995,134117,NA,"pickup",NA,"white","gas","automatic","8 cylinders"
"toyota","matrix",2003,4299,243000,NA,NA,NA,"white","gas","automatic","4 cylinders"
"chrysler","200",2012,4500,126565,"good",NA,NA,NA,"gas","automatic",NA
"toyota","tacoma trd off-road",2018,41997,37931,NA,"pickup",NA,"silver","gas","automatic","6 cylinders"
"dodge","charger r/t",2006,8500,197000,"good",NA,NA,"white","gas","automatic",NA
"lexus","es 350",2011,9750,139000,"excellent","sedan","full-size","black","gas","automatic","6 cylinders"
"gmc","sierra",2016,42900,80947,NA,"pickup",NA,"white","diesel","automatic",NA
"ford","f-150 raptor",2011,25000,181150,"excellent","truck",NA,"black","gas","automatic","8 cylinders"
"toyota","tundra grade",2013,1950,164178,NA,"other",NA,"black","gas","automatic","8 cylinders"
"chrysler","pacifica limited",2005,3900,136000,"excellent","SUV",NA,"red","gas","automatic","6 cylinders"
"jeep","grand cherokee",2010,19990,110962,NA,"SUV",NA,"black","gas","automatic",NA
"ford","transit connect wagon",2010,7999,97463,NA,"van",NA,"red","gas","automatic","4 cylinders"
"honda","civic",2005,3000,204695,"good","sedan","full-size","grey","gas","automatic","4 cylinders"
"chevrolet","cobalt",2007,2000,102130,"good","coupe",NA,"black","gas","manual",NA
"volkswagen","jetta",2006,5500,146200,"excellent","sedan","compact","white","diesel","manual","4 cylinders"
"bmw","4 series 428i xdrive coupe",2014,20990,55528,"good","coupe",NA,"blue","gas","other",NA
"ford","c-max energi",2016,15000,39558,"excellent","hatchback",NA,"white","gas","automatic","4 cylinders"
"ford","escape",2014,12990,76777,NA,NA,NA,NA,"gas","automatic",NA
"toyota","camry le",2015,12498,98687,NA,"sedan",NA,NA,"gas","automatic",NA
"mitsubishi","outlander",2018,23500,23000,"excellent","SUV","mid-size","grey","gas","automatic","6 cylinders"
"dodge","dart",2014,9995,45042,"excellent","sedan","mid-size","blue","gas","automatic","4 cylinders"
"jeep","patriot",2017,0,12698,"like new",NA,NA,"red","gas","automatic","4 cylinders"
"jeep","grand cherokee 79k",2012,13600,79000,"excellent","SUV","full-size","white","gas","automatic","6 cylinders"
"nissan","titan, xe",2010,15999,110882,"excellent",NA,"full-size","grey","gas","automatic","8 cylinders"
"gmc","sierra duramax 3500 hd 4x4",2017,64999,36385,NA,"truck",NA,"grey","diesel","automatic",NA
"ford","e-450",2006,0,77373,NA,"other",NA,"white","diesel",NA,NA
"ram",NA,2010,24998,225,NA,NA,NA,NA,"diesel","automatic",NA
"mercedes-benz","metris passenger van",2016,22500,36828,"good","van","full-size","silver","gas","automatic","4 cylinders"
"gmc","savana 2500 cargo van",2019,25500,10266,"like new","van",NA,"white","gas","automatic","8 cylinders"
"chevrolet","silverado 1500",2018,32137,29194,NA,"truck",NA,"white","gas","automatic","8 cylinders"
"dodge","durango",2014,26999,50920,NA,"SUV",NA,"white","gas","automatic","6 cylinders"
"lexus","rx350",2009,12495,100281,"excellent","SUV","mid-size","white","gas","automatic","6 cylinders"
"ram","5500",2016,52990,35182,"good","truck","full-size","black","diesel","automatic","6 cylinders"
"lincoln","mkx",2016,0,34188,NA,NA,NA,NA,"gas","automatic",NA
"toyota","highlander limited 2wd",2002,6799,146221,"good","other",NA,"silver","other","automatic","6 cylinders"
"lincoln","navigator",2010,11000,117506,"good","SUV","mid-size","black","gas","automatic","6 cylinders"
"jeep","grand cherokee laredo 4x4",2013,15995,79778,"excellent","SUV",NA,"red","gas","automatic","6 cylinders"
"hyundai","genesis",2012,9895,87991,NA,"sedan",NA,NA,"gas","automatic","6 cylinders"
"jaguar","xj xjl portfolio automatic",2016,35500,0,NA,"sedan",NA,"red","gas","automatic",NA
"chevrolet","trax",2016,11299,38366,NA,"SUV",NA,NA,"gas","automatic","4 cylinders"
"ford","f250 super duty crew cab",2015,29995,117969,NA,"pickup",NA,"black","other","automatic","8 cylinders"
NA,"Grand Caravan",NA,13995,71015,NA,"van",NA,"grey",NA,"automatic","6 cylinders"
"nissan","pathfinder",2015,16989,38337,NA,"SUV","full-size","custom","gas","automatic","6 cylinders"
"ford","taurus",2008,7500,54530,"excellent","sedan","full-size","silver","gas","automatic","6 cylinders"
"ford","edge sel awd",2008,6995,131218,"excellent","SUV","mid-size","red","gas","automatic","6 cylinders"
"chevrolet","silverado 4x4",2012,13990,83342,"excellent","pickup","full-size","white","gas","automatic","8 cylinders"
"mitsubishi","galant",2007,1500,154708,NA,NA,NA,NA,"gas","automatic",NA
"honda","accord",2017,21995,36929,NA,"sedan",NA,NA,"gas","automatic",NA
"ford","escape se",2017,16995,46012,"like new","SUV",NA,NA,"gas","automatic","4 cylinders"
"bmw","5 series",2014,16827,83690,NA,"sedan",NA,NA,"gas","automatic",NA
"ford","f550 super duty",2016,38900,110685,"good","truck","full-size","white","gas","automatic",NA
"ford","fiesta",2019,17944,19260,NA,"hatchback","compact","black","gas",NA,NA
"bmw","x3",2013,0,90569,NA,"SUV","compact","blue","gas","automatic","6 cylinders"
"lexus","es 350",2009,6700,160100,"excellent","sedan","full-size","black","gas","automatic","6 cylinders"
"audi","q5 premium 2.0t quattro tip",2017,25475,48700,NA,"SUV","mid-size","blue","gas","automatic","4 cylinders"
"chevrolet","silverado 2500hd",2010,27500,127381,"good","truck","full-size","blue","diesel","automatic","8 cylinders"
"kia","sorento ex",2012,7495,119000,"excellent",NA,NA,NA,"gas","automatic","4 cylinders"
"dodge","avenger",2010,3689,138580,"excellent","coupe","full-size","black","gas","automatic","4 cylinders"
"bmw","335i x-drive awd",2011,11450,89000,"excellent","sedan",NA,"white","gas","automatic","6 cylinders"
"chevrolet","silverado 1500",2000,1500,141000,"good","truck","full-size",NA,"gas","automatic","6 cylinders"
"nissan","altima",2017,19995,30674,"like new","sedan","mid-size","white","gas","automatic","4 cylinders"
"acura","tsx",2007,5499,208620,"excellent","sedan",NA,NA,"gas","automatic","4 cylinders"
"volkswagen","jetta",2016,13236,31295,NA,NA,NA,"white","gas","automatic",NA
"alfa-romeo","romeo stelvio ti",2018,34998,20363,NA,"SUV",NA,NA,"gas","automatic","4 cylinders"
"honda","civic ex sedan",2016,14977,62712,"excellent",NA,"full-size","black","gas","automatic","4 cylinders"
"honda","odyssey",2009,4799,136000,NA,NA,NA,NA,"gas","automatic",NA
"nissan","frontier 2wd",2004,7295,118875,"excellent","pickup",NA,NA,"gas","automatic","6 cylinders"
"acura","rdx awd",2013,12000,159788,"good","SUV","mid-size","white","gas","automatic","6 cylinders"
"volkswagen","tiguan",2013,7995,70197,"excellent","SUV",NA,"grey","gas","automatic",NA
"ford","mustang gt",2015,28995,42973,"excellent",NA,NA,NA,"gas","automatic",NA
"volkswagen","jetta",2008,0,191287,"excellent","sedan","compact","blue","gas",NA,"5 cylinders"
"gmc","acadia slt",2017,31990,23524,"excellent","SUV",NA,NA,"gas","automatic","6 cylinders"
"nissan","murano sv",2012,7999,183750,"excellent","SUV","mid-size","red","gas","automatic","6 cylinders"
"gmc","sierra 2500 slt all terrain",2015,57900,39731,NA,"pickup",NA,"black","diesel","automatic",NA
"chevrolet","silverado 1500 high",2019,56999,20192,NA,"truck",NA,"black","gas","automatic",NA
"audi","sq5",2018,37500,39400,NA,"SUV",NA,"white","gas","automatic","6 cylinders"
"chevrolet","silverado 1500",2012,16995,154658,"excellent","truck",NA,NA,"gas","automatic","8 cylinders"
"ford","escape xls",2010,4100,157251,"fair","SUV",NA,"grey","gas","automatic","4 cylinders"
"chevrolet","equinox lt",2020,22980,6469,"good","other",NA,"silver","gas","automatic",NA
"dodge","charger",2017,22995,45141,"excellent","sedan","full-size","silver","gas","automatic","6 cylinders"
"cadillac","escalade",2020,74900,8732,"excellent","SUV","full-size","white","gas","automatic","8 cylinders"
"ford","f250 super duty 4x4",2008,17800,39481,"excellent","truck","full-size","white","gas","automatic","8 cylinders"
"chrysler","200",2014,8900,114488,NA,"sedan",NA,"white","gas","automatic","4 cylinders"
NA,"FREIGHTLINER FL70",2004,56995,68007,NA,"truck",NA,"red","diesel","automatic",NA
"jeep","grand cherokee laredo sport",2016,20590,42138,"good","other",NA,"silver","gas","other","6 cylinders"
"ram","1500 express",2018,0,29544,"good","truck","full-size","grey","gas","automatic","8 cylinders"
"subaru","forester",2008,5000,137134,"like new",NA,NA,"blue","gas","automatic",NA
"jaguar","f-pace",2020,61591,12220,NA,NA,NA,NA,"gas","automatic",NA
"nissan","armada",2004,4500,221223,NA,"wagon",NA,NA,"gas","automatic",NA
"ford","f-150 xl",2017,0,20152,"good","pickup",NA,"silver","other","automatic",NA
"jeep","wrangler unlimited sahara",2016,37999,42827,NA,"SUV",NA,"grey","gas","automatic",NA
"ford","f350 super duty crew c",2017,41995,84794,NA,NA,NA,NA,"diesel","automatic",NA
"toyota","celica gt convertible",1995,6500,147949,NA,NA,NA,NA,"gas","manual",NA
"ford","econoline",2008,14990,172439,"good","truck","full-size","white","gas","automatic","8 cylinders"
"chrysler","200",2016,11995,75149,"excellent","sedan",NA,"grey","gas","automatic",NA
"chevrolet","corvette convertible",1987,14995,20000,"like new",NA,NA,NA,"gas","automatic",NA
"nissan","rogue sl suv",2016,17995,19685,"like new","SUV",NA,NA,"gas","automatic",NA
"ford","f-150",2009,12900,185466,NA,NA,NA,NA,"other","automatic",NA
"nissan","nv200",2015,10777,110212,"good","van","mid-size","custom","gas","automatic","4 cylinders"
"chevrolet","camaro 2dr cpe 1ls",2011,12490,72708,NA,"coupe",NA,"silver",NA,"manual","6 cylinders"
"chevrolet","malibu",2011,5499,124000,NA,"sedan",NA,"grey","gas","automatic","4 cylinders"
"chevrolet","cruze limited 1lt auto",2016,12995,31235,"good","sedan",NA,NA,"gas","automatic","4 cylinders"
"dodge","durango",2007,5500,158950,"good","SUV","full-size","blue","gas","automatic",NA
"gmc","yukon xl sle 4x4 gas suv",2018,42999,36798,NA,"SUV",NA,"white","gas","automatic",NA
"honda","ridgeline",2009,10500,91000,"good","pickup",NA,NA,"gas","automatic","6 cylinders"
NA,"HD Duramax Allison",2004,170000,190000,"excellent","truck","full-size","green","diesel","automatic","8 cylinders"
"chevrolet","malibu",2018,16488,36523,NA,"sedan",NA,NA,"gas","automatic",NA
"subaru","outback",2014,0,46000,"good","other",NA,"blue","gas","automatic",NA
"honda","civic ex-t coupe 2d",2016,263,36853,"good","coupe",NA,NA,"gas","automatic",NA
"toyota","avalon",2004,6999,90000,"excellent","sedan",NA,"white","gas","automatic","6 cylinders"
"toyota","sequoia",2016,0,104811,NA,"SUV","full-size","white","gas","automatic","8 cylinders"
"chrysler","200",2015,15996,44649,NA,"sedan",NA,"black","gas","automatic",NA
"jeep","grand cherokee laredo",2005,6995,100900,"excellent","SUV","mid-size","red","gas","automatic","6 cylinders"
"ford","expedition max",2019,45650,29251,NA,NA,NA,"black","gas","automatic",NA
"chevrolet","trailblazer",2005,3999,152389,"excellent","SUV",NA,NA,"gas","automatic","6 cylinders"
"buick","enclave",2012,8995,154139,NA,NA,NA,NA,"gas","automatic",NA
NA,"Suzuki Samuri",1991,15900,76200,"excellent","other",NA,"white","gas","manual","4 cylinders"
"ford","f-350 sd",2006,12490,205944,"good","truck","full-size","white","diesel","automatic","8 cylinders"
"ford","f250 super duty",2000,4900,204897,"good","truck",NA,NA,"gas","automatic","8 cylinders"
"ford","f-150",2010,15900,130000,"excellent","pickup","full-size","white","gas","automatic","8 cylinders"
"gmc","sierra 1500 all terrain 4x4",2017,44999,62190,NA,"truck",NA,"black","gas","automatic",NA
NA,"* MASERATI * * QUATTROPORTE * EX",2007,13995,85065,NA,"other","full-size","black","gas","automatic",NA
"ford","f150 king ranch 4x4",2015,37000,67500,"excellent","pickup","full-size","black","gas","automatic","6 cylinders"
